NULL,0x0000,False
c.udblacute,0x04F3,True
c.odieresis,0x04E7,True
c.aie,0x04D5,False
c.adieresis,0x04D3,True
c.chedieresis,0x04F5,True
c.chekhakassian,0x04CC,True
c.chestroke,0x04B9,True
c.enghe,0x04A5,True
c.gedescender,0x04F7,True
c.ghemiddlehook,0x0495,True
c.idieresis,0x04E5,True
c.kastroke,0x049D,True
c.qa,0x051B,False
c.udieresis,0x04F1,True
c.we,0x051D,False
c.yerudieresis,0x04F9,True
c.yusbig,0x046B,True
c.zedieresis,0x04DF,True
c.zhebreve,0x04C2,True
c.zhedieresis,0x04DD,True
c.be.SRB,,False
c.ve.BGR,,True
c.ghe.BGR,,True
c.de.BGR,,True
c.zhe.BGR,,True
c.ze.BGR,,True
c.i.BGR,,False
c.ishort.BGR,,True
c.igrave.BGR,,True
c.ka.BGR,,True
c.el.BGR,,True
c.pe.BGR,,False
c.te.BGR,,False
c.tse.BGR,,True
c.sha.BGR,,True
c.shcha.BGR,,True
c.yu.BGR,,True
c.hookcomb,,False
numero,0x2116,True
hryvnia,0x20B4,True
Alpha,0x0391,True
Beta,0x0392,False
Gamma,0x0393,True
Delta,0x0394,True
Epsilon,0x0395,True
Zeta,0x0396,False
Eta,0x0397,True
Theta,0x0398,True
Iota,0x0399,True
Kappa,0x039A,False
Lambda,0x039B,True
Mu,0x039C,False
Nu,0x039D,False
Xi,0x039E,True
Omicron,0x039F,True
Pi,0x03A0,True
Rho,0x03A1,False
Sigma,0x03A3,True
Tau,0x03A4,False
Upsilon,0x03A5,True
Phi,0x03A6,True
Chi,0x03A7,False
Psi,0x03A8,True
Omega,0x03A9,True
Alphatonos,0x0386,True
Epsilontonos,0x0388,True
Etatonos,0x0389,True
Iotatonos,0x038A,True
Iotadieresis,0x03AA,True
Omicrontonos,0x038C,True
Upsilontonos,0x038E,True
Upsilondieresis,0x03AB,True
Omegatonos,0x038F,True
alpha,0x03B1,True
beta,0x03B2,True
gamma,0x03B3,True
delta,0x03B4,True
epsilon,0x03B5,True
zeta,0x03B6,True
eta,0x03B7,True
theta,0x03B8,True
iota,0x03B9,True
kappa,0x03BA,True
lambda,0x03BB,True
mu,0x03BC,True
nu,0x03BD,True
xi,0x03BE,True
omicron,0x03BF,True
pi,0x03C0,True
rho,0x03C1,True
sigmafinal,0x03C2,True
sigma,0x03C3,True
tau,0x03C4,True
upsilon,0x03C5,True
phi,0x03C6,True
chi,0x03C7,True
psi,0x03C8,True
omega,0x03C9,True
alphatonos,0x03AC,True
epsilontonos,0x03AD,True
etatonos,0x03AE,True
iotatonos,0x03AF,True
iotadieresis,0x03CA,True
iotadieresistonos,0x0390,True
omicrontonos,0x03CC,True
upsilontonos,0x03CD,True
upsilondieresis,0x03CB,True
upsilondieresistonos,0x03B0,True
omegatonos,0x03CE,True
tonos,0x0384,False
tonoscomb,,False
tonoscomb.case,,False
dieresistonos,0x0385,False
dieresistonoscomb,0x0344,False
anoteleia,0x0387,True
questionGreek,0x037E,False
numbersignGreek,0x0374,False
numbersignlowGreek,0x0375,False
KaiSymbol,0x03CF,True
kaiSymbol,0x03D7,True
a.Ayb,0x0531,True
a.Ben,0x0532,True
a.Gim,0x0533,True
a.Da,0x0534,True
a.Ech,0x0535,True
a.Za,0x0536,True
a.Eh,0x0537,True
a.Et,0x0538,True
a.To,0x0539,True
a.Zhe,0x053A,True
a.Ini,0x053B,True
a.Liwn,0x053C,True
a.Xeh,0x053D,True
a.Ca,0x053E,True
a.Ken,0x053F,True
a.Ho,0x0540,True
a.Ja,0x0541,True
a.Ghad,0x0542,True
a.Cheh,0x0543,True
a.Men,0x0544,True
a.Yi,0x0545,True
a.Now,0x0546,True
a.Sha,0x0547,True
a.Vo,0x0548,True
a.Cha,0x0549,True
a.Peh,0x054A,True
a.Jheh,0x054B,True
a.Ra,0x054C,True
a.Seh,0x054D,True
a.Vew,0x054E,True
a.Tiwn,0x054F,True
a.Reh,0x0550,True
a.Co,0x0551,True
a.Yiwn,0x0552,True
a.Piwr,0x0553,True
a.Keh,0x0554,True
a.Oh,0x0555,True
a.Feh,0x0556,True
a.ayb,0x0561,True
a.ben,0x0562,True
a.gim,0x0563,True
a.da,0x0564,True
a.ech,0x0565,True
a.za,0x0566,True
a.eh,0x0567,True
a.et,0x0568,True
a.to,0x0569,True
a.zhe,0x056A,True
a.ini,0x056B,True
a.liwn,0x056C,True
a.xeh,0x056D,True
a.ca,0x056E,True
a.ken,0x056F,True
a.ho,0x0570,True
a.ja,0x0571,True
a.ghad,0x0572,True
a.cheh,0x0573,True
a.men,0x0574,True
a.yi,0x0575,True
a.now,0x0576,True
a.sha,0x0577,True
a.vo,0x0578,True
a.cha,0x0579,True
a.peh,0x057A,True
a.jheh,0x057B,True
a.ra,0x057C,True
a.seh,0x057D,True
a.vew,0x057E,True
a.tiwn,0x057F,True
a.reh,0x0580,True
a.co,0x0581,True
a.yiwn,0x0582,True
a.piwr,0x0583,True
a.keh,0x0584,True
a.oh,0x0585,True
a.feh,0x0586,True
a.ech_a.yiwn,0x0587,True
a.men_a.eh,,True
a.men_a.ken,,True
a.men_a.ech,0xFB14,True
a.men_a.ini,0xFB15,True
a.men_a.now,0xFB13,True
a.men_a.xeh,0xFB17,True
a.emphasis,0x055B,True
a.exclam,0x055C,True
a.comma,0x055D,True
a.question,0x055E,True
a.period,0x0589,False
a.abbreviation,0x055F,True
a.ringhalfleft,0x0559,True
a.hyphen,0x058A,True
a.apostrophe,0x055A,True
arHamza,0x0621,True
arAlifMadda,0x0622,True
arAlifMadda.fina,0xFE82,True
arAlifHamza,0x0623,True
arAlifHamza.fina,0xFE84,True
arWawHamza,0x0624,True
arWawHamza.fina,0xFE86,True
arAlifHamzabelow,0x0625,True
arAlifHamzabelow.fina,0xFE88,True
arYehHamza,0x0626,True
arYehHamza.fina,0xFE8A,True
arYehHamza.init,0xFE8B,True
arYehHamza.medi,0xFE8C,True
arAlif,0x0627,True
arAlif.fina,0xFE8E,True
arBeh,0x0628,True
arBeh.fina,0xFE90,True
arBeh.init,0xFE91,True
arBeh.medi,0xFE92,True
arTehMarbuta,0x0629,True
arTehMarbuta.fina,0xFE94,True
arTeh,0x062A,True
arTeh.fina,0xFE96,True
arTeh.init,0xFE97,True
arTeh.medi,0xFE98,True
arTheh,0x062B,True
arTheh.fina,0xFE9A,True
arTheh.init,0xFE9B,True
arTheh.medi,0xFE9C,True
arJim,0x062C,True
arJim.fina,0xFE9E,True
arJim.init,0xFE9F,True
arJim.medi,0xFEA0,True
arHah,0x062D,True
arHah.fina,0xFEA2,True
arHah.init,0xFEA3,True
arHah.medi,0xFEA4,True
arKhah,0x062E,True
arKhah.fina,0xFEA6,True
arKhah.init,0xFEA7,True
arKhah.medi,0xFEA8,True
arDal,0x062F,True
arDal.fina,0xFEAA,True
arDhal,0x0630,True
arDhal.fina,0xFEAC,True
arReh,0x0631,True
arReh.fina,0xFEAE,True
arZeh,0x0632,True
arZeh.fina,0xFEB0,True
arSin,0x0633,True
arSin.fina,0xFEB2,True
arSin.init,0xFEB3,True
arSin.medi,0xFEB4,True
arShin,0x0634,True
arShin.fina,0xFEB6,True
arShin.init,0xFEB7,True
arShin.medi,0xFEB8,True
arSad,0x0635,True
arSad.fina,0xFEBA,True
arSad.init,0xFEBB,True
arSad.medi,0xFEBC,True
arDad,0x0636,True
arDad.fina,0xFEBE,True
arDad.init,0xFEBF,True
arDad.medi,0xFEC0,True
arTah,0x0637,True
arTah.fina,0xFEC2,True
arTah.init,0xFEC3,False
arTah.medi,0xFEC4,False
arZah,0x0638,True
arZah.fina,0xFEC6,True
arZah.init,0xFEC7,True
arZah.medi,0xFEC8,True
arAyn,0x0639,True
arAyn.fina,0xFECA,True
arAyn.init,0xFECB,True
arAyn.medi,0xFECC,True
arGhayn,0x063A,True
arGhayn.fina,0xFECE,True
arGhayn.init,0xFECF,True
arGhayn.medi,0xFED0,True
arFeh,0x0641,True
arFeh.fina,0xFED2,True
arFeh.init,0xFED3,True
arFeh.medi,0xFED4,True
arQaf,0x0642,True
arQaf.fina,0xFED6,True
arQaf.init,0xFED7,True
arQaf.medi,0xFED8,True
arKaf,0x0643,True
arKaf.fina,0xFEDA,True
arKaf.init,0xFEDB,True
arKaf.medi,0xFEDC,True
arLam,0x0644,True
arLam.fina,0xFEDE,True
arLam.init,0xFEDF,True
arLam.medi,0xFEE0,True
arMim,0x0645,True
arMim.fina,0xFEE2,True
arMim.init,0xFEE3,True
arMim.medi,0xFEE4,True
arNun,0x0646,True
arNun.fina,0xFEE6,True
arNun.init,0xFEE7,True
arNun.medi,0xFEE8,True
arHeh.isol,0xFEE9,False
arHeh,0x0647,True
arHeh.fina,0xFEEA,True
arHeh.init,0xFEEB,False
arHeh.medi,0xFEEC,True
arWaw,0x0648,True
arWaw.fina,0xFEEE,True
arAlifMaksura,0x0649,True
arAlifMaksura.fina,0xFEF0,True
arYeh,0x064A,True
arYeh.fina,0xFEF2,True
arYeh.init,0xFEF3,True
arYeh.medi,0xFEF4,True
arAlifWasla,0x0671,True
arAlifWasla.fina,0xFB51,True
arBehdotless,0x066E,True
arBehdotless.fina,,True
arBehdotless.init,,True
arBehdotless.medi,,True
arTteh,0x0679,True
arTteh.fina,0xFB67,True
arTteh.init,0xFB68,True
arTteh.medi,0xFB69,True
arPeh,0x067E,True
arPeh.fina,0xFB57,True
arPeh.init,0xFB58,True
arPeh.medi,0xFB59,True
arTcheh,0x0686,True
arTcheh.fina,0xFB7B,True
arTcheh.init,0xFB7C,True
arTcheh.medi,0xFB7D,True
arDdal,0x0688,True
arDdal.fina,0xFB89,True
arRreh,0x0691,True
arRreh.fina,0xFB8D,True
arJeh,0x0698,True
arJeh.fina,0xFB8B,True
arFehdotless,0x06A1,True
arFehdotless.fina,,True
arFehdotless.init,,True
arFehdotless.medi,,True
arVeh,0x06A4,True
arVeh.fina,0xFB6B,True
arVeh.init,0xFB6C,True
arVeh.medi,0xFB6D,True
arFehtwodotsbelow,0x0760,True
arFehtwodotsbelow.fina,,True
arFehtwodotsbelow.init,,True
arFehtwodotsbelow.medi,,True
arQafdotless,0x066F,True
arQafdotless.fina,,True
arQafdotless.init,,False
arQafdotless.medi,,False
arKeheh,0x06A9,True
arKeheh.fina,0xFB8F,True
arKeheh.init,0xFB90,True
arKeheh.medi,0xFB91,True
arGaf,0x06AF,True
arGaf.fina,0xFB93,True
arGaf.init,0xFB94,True
arGaf.medi,0xFB95,True
arNunGhunna,0x06BA,True
arNunGhunna.fina,0xFB9F,True
arNunGhunna.medi,,True
arNunGhunna.init,,False
arHehDoachashmi,0x06BE,True
arHehDoachashmi.fina,0xFBAB,True
arHehDoachashmi.init,0xFBAC,True
arHehDoachashmi.medi,0xFBAD,True
arHehGoal,0x06C1,False
arHehGoal.fina,0xFBA7,True
arHehGoal.init,0xFBA8,False
arHehGoal.medi,0xFBA9,False
arHehGoalHamzaabove,0x06C2,True
arHehGoalHamzaabove.fina,,True
arHehGoalHamzaabove.init,,True
arHehGoalHamzaabove.medi,,True
arHehGoal2habove,0x06C3,True
arHehGoal2habove.fina,,True
arHehHamza,0x06C0,True
arHehHamza.fina,0xFBA5,True
arYehFarsi,0x06CC,False
arYehFarsi.fina,0xFBFD,False
arYehFarsi.init,0xFBFE,False
arYehFarsi.medi,0xFBFF,False
arYehBarri,0x06D2,True
arYehBarri.fina,0xFBAF,True
arYehBarriHamzaabove,0x06D3,True
arYehBarriHamzaabove.fina,0xFBB1,True
arLam.init_arAlif.fina,0xFEFB,True
arLam.medi_arAlif.fina,0xFEFC,True
arLam.init_arAlifMadda.fina,0xFEF5,True
arLam.medi_arAlifMadda.fina,0xFEF6,True
arLam.init_arAlifHamza.fina,0xFEF7,True
arLam.medi_arAlifHamza.fina,0xFEF8,True
arLam.init_arAlifHamzabelow.fina,0xFEF9,True
arLam.medi_arAlifHamzabelow.fina,0xFEFA,True
arLam.init_arAlifWasla.fina,,True
arLam.medi_arAlifWasla.fina,,True
arLam.init_arLam.medi_arHeh.fina,,True
arBeh.init_arYehBarri.fina,,True
arBeh.medi_arYehBarri.fina,,True
arPeh.init_arYehBarri.fina,,True
arPeh.medi_arYehBarri.fina,,True
arTeh.init_arYehBarri.fina,,True
arTeh.medi_arYehBarri.fina,,True
arTheh.init_arYehBarri.fina,,True
arTheh.medi_arYehBarri.fina,,True
arTteh.init_arYehBarri.fina,,True
arTteh.medi_arYehBarri.fina,,True
arJim.init_arYehBarri.fina,,True
arJim.medi_arYehBarri.fina,,True
arTcheh.init_arYehBarri.fina,,True
arTcheh.medi_arYehBarri.fina,,True
arHah.init_arYehBarri.fina,,False
arHah.medi_arYehBarri.fina,,False
arKhah.init_arYehBarri.fina,,True
arKhah.medi_arYehBarri.fina,,True
arSin.init_arYehBarri.fina,,True
arSin.medi_arYehBarri.fina,,True
arShin.init_arYehBarri.fina,,True
arShin.medi_arYehBarri.fina,,True
arSad.init_arYehBarri.fina,,True
arSad.medi_arYehBarri.fina,,True
arDad.init_arYehBarri.fina,,True
arDad.medi_arYehBarri.fina,,True
arTah.init_arYehBarri.fina,,True
arTah.medi_arYehBarri.fina,,True
arZah.init_arYehBarri.fina,,True
arZah.medi_arYehBarri.fina,,True
arAyn.init_arYehBarri.fina,,True
arAyn.medi_arYehBarri.fina,,True
arGhayn.init_arYehBarri.fina,,True
arGhayn.medi_arYehBarri.fina,,True
arFeh.init_arYehBarri.fina,,True
arFeh.medi_arYehBarri.fina,,True
arQaf.init_arYehBarri.fina,,True
arQaf.medi_arYehBarri.fina,,True
arKaf.init_arYehBarri.fina,,True
arKaf.medi_arYehBarri.fina,,True
arKeheh.init_arYehBarri.fina,,True
arKeheh.medi_arYehBarri.fina,,True
arGaf.init_arYehBarri.fina,,True
arGaf.medi_arYehBarri.fina,,True
arLam.init_arYehBarri.fina,,True
arLam.medi_arYehBarri.fina,,True
arMim.init_arYehBarri.fina,,True
arMim.medi_arYehBarri.fina,,True
arNun.init_arYehBarri.fina,,True
arNun.medi_arYehBarri.fina,,True
arHehGoal.init_arYehBarri.fina,,True
arHehDoachashmi.init_arYehBarri.fina,,True
arHehDoachashmi.medi_arYehBarri.fina,,True
arYeh.init_arYehBarri.fina,,True
arYeh.medi_arYehBarri.fina,,True
arYehFarsi.init_arYehBarri.fina,,True
arYehFarsi.medi_arYehBarri.fina,,True
arYehHamza.init_arYehBarri.fina,,True
arYehHamza.medi_arYehBarri.fina,,True
arAllah,0xFDF2,True
arAllah.liga,,True
arRial,0xFDFC,True
arKashida,0x0640,True
arAlifabove,0x0670,False
arAlifbelow,0x0656,False
arHamzaabove,0x0654,False
arHamzabelow,0x0655,False
arDamma,0x064F,False
arDammatan,0x064C,False
arFatha,0x064E,False
arFathatan,0x064B,False
arKasra,0x0650,False
arKasratan,0x064D,False
arMadda,0x0653,False
arShadda,0x0651,False
arSukun,0x0652,False
arWasla,0x0610,False
arNasalnun,0x0658,False
arTahabove,0xFBC0,True
arHamzaabove_arDamma,,True
arHamzaabove_arDammatan,,True
arHamzaabove_arFatha,,True
arHamzaabove_arFathatan,,True
arHamzabelow_arKasra,,True
arHamzabelow_arKasratan,,True
arHamzaabove_arSukun,,True
arShadda_arDamma,0xFC61,True
arShadda_arDammatan,0xFC5E,True
arShadda_arFatha,0xFC60,True
arShadda_arFathatan,,True
arShadda_arKasra,0xFC62,True
arShadda_arKasratan,0xFC5F,True
arShadda_arAlifabove,0xFC63,True
arZero,0x0660,True
arOne,0x0661,True
arTwo,0x0662,True
arThree,0x0663,True
arFour,0x0664,True
arFive,0x0665,True
arSix,0x0666,True
arSeven,0x0667,True
arEight,0x0668,True
arNine,0x0669,True
arZeroFarsi,0x06F0,True
arOneFarsi,0x06F1,False
arTwoFarsi,0x06F2,False
arThreeFarsi,0x06F3,False
arFourFarsi,0x06F4,True
arFiveFarsi,0x06F5,True
arSixFarsi,0x06F6,True
arSevenFarsi,0x06F7,False
arEightFarsi,0x06F8,False
arNineFarsi,0x06F9,False
arFourFarsi.URD,,True
arSevenFarsi.URD,,True
period.arab,,True
arComma,0x060C,True
arSemicolon,0x061B,True
arPeriodUrdu,0x06D4,True
arDecimal,0x066B,False
arThousands,0x066C,True
arPercent,0x066A,True
arQuestion,0x061F,True
guillemetleft.arab,,True
guillemetright.arab,,True
guilsinglleft.arab,,True
guilsinglright.arab,,True
arStar,0x066D,True
parenleft.arab,,True
parenright.arab,,True
arParenleftfancy,0xFD3E,True
arParenrightfancy,0xFD3F,True
arDotabove,0xFBB2,False
arTwodotshorizontalabove,0xFBB4,False
arThreedotsupabove,0xFBB6,False
arDotbelow,0xFBB3,False
arTwodotshorizontalbelow,0xFBB5,False
arThreedotsdownbelow,0xFBB9,False
arDotcenter,,False
_part.link,,False
_part.markGaf,,False
_part.arKaf,,False
_part.arThreedotscenter,,False
_part.arDotabove,,False
_part.arDotbelow,,False
_part.arTwodotshorizontalabove,,False
_part.arTwodotshorizontalbelow,,False
_part.arThreedotsdownbelow,,False
_part.arThreedotsupabove,,False
_part.miniKeheh,,False
_part.arBeh.YehBarri.fina,,False
_part.arBeh.YehBarri.medi,,False
_part.arJim.YehBarri.fina,,False
_part.arJim.YehBarri.medi,,False
hbAlef,0x05D0,True
hbBet,0x05D1,True
hbGimel,0x05D2,True
hbDalet,0x05D3,True
hbHe,0x05D4,True
hbVav,0x05D5,True
hbZayin,0x05D6,True
hbHet,0x05D7,True
hbTet,0x05D8,True
hbYod,0x05D9,True
hbKaf,0x05DB,True
hbKafFinal,0x05DA,True
hbLamed,0x05DC,True
hbMemFinal,0x05DD,True
hbMem,0x05DE,True
hbNunFinal,0x05DF,True
hbNun,0x05E0,True
hbSamekh,0x05E1,True
hbAyin,0x05E2,True
hbPe,0x05E4,True
hbPeFinal,0x05E3,True
hbTsadi,0x05E6,True
hbTsadiFinal,0x05E5,True
hbQof,0x05E7,True
hbResh,0x05E8,True
hbShin,0x05E9,True
hbTav,0x05EA,True
hbAlef_hbPatah,0xFB2E,True
hbAlef_hbQamats,0xFB2F,True
hbAlef_hbDagesh,0xFB30,True
hbBet_hbDagesh,0xFB31,True
hbBet_hbRafe,0xFB4C,True
hbGimel_hbDagesh,0xFB32,True
hbDalet_hbDagesh,0xFB33,True
hbHe_hbDagesh,0xFB34,True
hbVav_hbHolam,0xFB4B,True
hbVav_hbDagesh,0xFB35,True
hbZayin_hbDagesh,0xFB36,True
hbTet_hbDagesh,0xFB38,True
hbYod_hbHiriq,0xFB1D,True
hbYod_hbDagesh,0xFB39,True
hbKaf_hbDagesh,0xFB3B,True
hbKaf_hbRafe,0xFB4D,True
hbKafFinal_hbDagesh,0xFB3A,True
hbLamed_hbDagesh,0xFB3C,True
hbMem_hbDagesh,0xFB3E,True
hbNun_hbDagesh,0xFB40,True
hbSamekh_hbDagesh,0xFB41,True
hbPe_hbDagesh,0xFB44,True
hbPe_hbRafe,0xFB4E,True
hbPeFinal_hbDagesh,0xFB43,True
hbTsadi_hbDagesh,0xFB46,True
hbQof_hbDagesh,0xFB47,True
hbResh_hbDagesh,0xFB48,True
hbShin_hbDagesh,0xFB49,True
hbShin_hbShindot,0xFB2A,True
hbShin_hbSindot,0xFB2B,True
hbShin_hbDagesh_hbShindot,0xFB2C,True
hbShin_hbDagesh_hbSindot,0xFB2D,True
hbTav_hbDagesh,0xFB4A,True
hbSheva,0x05B0,False
hbHataf_hbSegol,0x05B1,False
hbHataf_hbPatah,0x05B2,False
hbHataf_hbQamats,0x05B3,False
hbHiriq,0x05B4,False
hbTsere,0x05B5,False
hbSegol,0x05B6,False
hbPatah,0x05B7,False
hbQamats,0x05B8,False
hbQamatsQatan,0x05C7,False
hbHolam,0x05B9,False
hbHolamHaser,0x05BA,False
hbQubuts,0x05BB,False
hbDagesh,0x05BC,False
hbRafe,0x05BF,False
hbShindot,0x05C1,False
hbSindot,0x05C2,False
hbVav_hbVav,0x05F0,True
hbVav_hbYod,0x05F1,True
hbYod_hbYod,0x05F2,True
hbYod_hbYod_hbPatah,0xFB1F,True
hbPeFinal.calt,,True
hbPe.calt,,True
hbPaseq,0x05C0,True
hbGeresh,0x05F3,True
hbGershayim,0x05F4,True
hbMaqaf,0x05BE,True
hbSofPasuq,0x05C3,True
periodcentered.hebr,,True
zerowidthnonjoiner,0x200C,False
zerowidthjoiner,0x200D,False
lefttorightmark,0x200E,False
righttoleftmark,0x200F,False
lefttorightembedding,0x202A,False
righttoleftembedding,0x202B,False
popdirectionalformatting,0x202C,False
lefttorightoverride,0x202D,False
righttoleftoverride,0x202E,False
dottedCircle,0x25CC,True
heartsuitblack,0x2665,True
spadesuitblack,0x2660,True
clubsuitblack,0x2663,True
diamondsuitblack,0x2666,True
cat,0x1F408,True
cat.tall,,True
cat.taller,,True
cat.black,,True
cat.black.tall,,True
cat.black.taller,,True
cat.right,,True
cat.tall.right,,True
cat.taller.right,,True
cat.black.right,,True
cat.black.tall.right,,True
cat.black.taller.right,,True
dog,0x1F415,True
dog.head,,True
dog.body,,True
dog.butt,,True
dog.black,,True
dog.black.head,,True
dog.black.body,,True
dog.black.butt,,True
dog.right,,True
dog.butt.right,,True
dog.body.right,,True
dog.head.right,,True
dog.black.right,,True
dog.black.butt.right,,True
dog.black.body.right,,True
dog.black.head.right,,True
owl,0x1F989,True
owl.flying,,True
owl.black,,True
owl.black.flying,,True
deer,0x1F98C,True
deer.tall,,True
deer.taller,,True
deer.right,,True
deer.tall.right,,True
deer.taller.right,,True
reindeer,,True
reindeer.right,,True
rabbit,0x1F407,True
rabbit.right,,True
wolf,,True
wolf.right,,True
fox,,True
fox.right,,True
star,,True
star.1,,True
snowflake,0x2744,True
snowflake.1,,True
snowflake.2,,True
snowflake.3,,True
snowflake.4,,True
tree,,True
tree.1,,True
tree.2,,True
tree.3,,True
tree.4,,True
snowman,0x2603,True
snowman.1,,True
pica,,True
dick,,True
present,,True
present.1,,True
present.2,,True
pattern,,True
pattern.1,,True
pattern.2,,True
pattern.3,,True
pattern.4,,True
pattern.5,,True
pattern.6,,True
pattern.7,,True
pattern.8,,True
pattern.9,,True
patternbg,,True
patternbg.1,,True
patternbg.2,,True
pattern.space,,False
pixel,,False
pixel.ESHP-0,,False
pixel.ESHP-100,,False
pixel.ESHP-200,,False
pixel.ESHP-211,,False
pixel.ESHP-225,,False
pixel.ESHP-236,,False
pixel.ESHP-250,,False
pixel.ESHP-400,,False
pixel.ESHP-411,,False
pixel.ESHP-425,,False
pixel.ESHP-436,,False
pixel.ESHP-450,,False
pixel.ESHP-461,,False
pixel.ESHP-475,,False
pixel.ESHP-486,,False
pixel.ESHP-500,,False
pixel.ESHP-650,,False
pixel.ESHP-800,,False
pixel.ESHP-950,,False
pixel.ESHP-1100,,False
pixel.ESHP-1300,,False
pixel.ESHP-1400,,False
pixel.ESHP-1411,,False
pixel.ESHP-1425,,False
pixel.ESHP-1436,,False
pixel.ESHP-1450,,False
pixel.ESHP-1500,,False
pixel.ESHP-1600,,False
pixel.wght-100,,False
pixel.wght-400,,False
pixel.wght-900,,False
pixel.EGRD-1,,False
pixel.EGRD-2,,False